,Model,Substância,cm_0,cm_1,cm_2,cm_3,cm_4,cm_5,cm_6,cm_7,cm_8
1313,BernoulliNB,Coke,93,27,0,29,23,0,8,8,0
1314,BernoulliNB,Coke,91,29,0,28,24,0,5,11,0
1315,BernoulliNB,Coke,93,26,1,26,25,1,9,7,0
1316,BernoulliNB,Coke,92,27,0,31,22,0,7,9,0
1317,BernoulliNB,Coke,97,22,0,27,26,0,6,9,0
1318,BernoulliNB,Coke,98,21,0,33,20,0,6,9,0
1319,BernoulliNB,Coke,94,25,0,28,25,0,7,8,0
1320,BernoulliNB,Crack,161,8,0,16,1,0,2,0,0
1321,BernoulliNB,Crack,165,4,0,13,4,0,2,0,0
1322,BernoulliNB,Crack,164,5,0,17,0,0,2,0,0
1323,BernoulliNB,Crack,163,6,0,15,2,0,1,1,0
1324,BernoulliNB,Crack,159,10,0,15,2,0,2,0,0
1325,BernoulliNB,Crack,160,9,0,16,1,0,1,1,0
1326,BernoulliNB,Crack,161,8,0,16,1,0,1,1,0
1327,BernoulliNB,Crack,163,6,0,14,2,0,2,0,0
1328,BernoulliNB,Crack,159,10,0,12,4,0,1,1,0
1329,BernoulliNB,Crack,162,6,0,13,4,0,2,0,0
1330,BernoulliNB,Crack,159,10,0,15,2,0,2,0,0
1331,BernoulliNB,Crack,164,5,0,13,4,0,1,1,0
1332,BernoulliNB,Crack,163,6,0,16,1,0,0,2,0
1333,BernoulliNB,Crack,165,4,0,14,3,0,2,0,0
1334,BernoulliNB,Crack,163,6,0,15,2,0,2,0,0
1335,BernoulliNB,Crack,154,15,0,16,1,0,2,0,0
1336,BernoulliNB,Crack,165,4,0,14,3,0,2,0,0
1337,BernoulliNB,Crack,159,10,0,16,0,0,2,0,0
1338,BernoulliNB,Crack,160,9,0,12,4,0,2,0,0
1339,BernoulliNB,Crack,167,1,0,14,3,0,2,0,0
1340,BernoulliNB,Crack,159,10,0,15,2,0,1,1,0
1341,BernoulliNB,Crack,162,7,0,13,4,0,1,1,0
1342,BernoulliNB,Crack,163,6,0,13,4,0,2,0,0
1343,BernoulliNB,Crack,163,6,0,15,2,0,2,0,0
1344,BernoulliNB,Crack,164,5,0,16,1,0,1,1,0
1345,BernoulliNB,Crack,164,5,0,15,2,0,2,0,0
1346,BernoulliNB,Crack,158,11,0,16,1,0,2,0,0
1347,BernoulliNB,Crack,164,5,0,13,3,0,1,1,0
1348,BernoulliNB,Crack,160,9,0,13,3,0,2,0,0
1349,BernoulliNB,Crack,159,9,0,14,3,0,2,0,0
1350,BernoulliNB,Ecstasy,89,22,3,24,24,3,7,12,4
1351,BernoulliNB,Ecstasy,94,19,1,21,29,1,6,14,3
1352,BernoulliNB,Ecstasy,99,12,2,21,26,4,6,13,5
1353,BernoulliNB,Ecstasy,84,22,7,16,31,4,7,14,3
1354,BernoulliNB,Ecstasy,92,17,4,22,26,3,6,14,4
1355,BernoulliNB,Ecstasy,94,18,1,22,24,5,7,10,7
1356,BernoulliNB,Ecstasy,91,17,5,24,22,5,11,10,3
1357,BernoulliNB,Ecstasy,89,21,3,24,20,6,13,9,2
1358,BernoulliNB,Ecstasy,94,15,4,21,24,5,10,10,4
1359,BernoulliNB,Ecstasy,88,22,3,21,25,4,9,13,2
1360,BernoulliNB,Ecstasy,97,14,3,19,28,4,10,10,3
1361,BernoulliNB,Ecstasy,96,13,5,22,24,5,5,13,5
1362,BernoulliNB,Ecstasy,88,21,4,18,30,3,8,13,3
1363,BernoulliNB,Ecstasy,86,22,5,23,22,6,10,7,7
1364,BernoulliNB,Ecstasy,96,17,0,24,25,2,9,11,4
1365,BernoulliNB,Ecstasy,82,28,3,21,25,5,8,12,4
1366,BernoulliNB,Ecstasy,90,18,5,19,24,8,10,12,2
1367,BernoulliNB,Ecstasy,92,20,1,24,23,3,9,11,4
1368,BernoulliNB,Ecstasy,95,17,1,26,23,1,4,18,2
1369,BernoulliNB,Ecstasy,90,19,4,20,28,2,7,13,4
1370,BernoulliNB,Ecstasy,95,19,0,24,23,4,6,12,5
1371,BernoulliNB,Ecstasy,90,18,6,19,30,2,7,11,5
1372,BernoulliNB,Ecstasy,89,18,6,22,22,7,9,15,0
1373,BernoulliNB,Ecstasy,93,15,5,25,23,3,11,11,2
1374,BernoulliNB,Ecstasy,97,15,1,19,27,5,12,5,7
1375,BernoulliNB,Ecstasy,96,13,4,21,27,3,9,10,5
1376,BernoulliNB,Ecstasy,82,30,1,18,32,1,9,11,4
1377,BernoulliNB,Ecstasy,94,18,1,24,19,7,8,11,5
1378,BernoulliNB,Ecstasy,88,20,5,23,25,2,8,13,3
1379,BernoulliNB,Ecstasy,90,19,4,22,23,5,7,12,5
1380,BernoulliNB,Heroin,162,4,1,11,3,2,5,0,0
1381,BernoulliNB,Heroin,154,10,3,15,1,0,3,2,0
1382,BernoulliNB,Heroin,159,3,5,14,1,1,3,2,0
1383,BernoulliNB,Heroin,155,9,3,14,2,0,5,0,0
1384,BernoulliNB,Heroin,161,3,3,12,3,0,5,0,1
1385,BernoulliNB,Heroin,158,5,4,11,2,2,4,1,1
1386,BernoulliNB,Heroin,162,1,4,12,3,0,4,2,0
1387,BernoulliNB,Heroin,147,11,9,12,2,1,5,0,0
1388,BernoulliNB,Heroin,161,4,1,14,1,1,5,0,0
1389,BernoulliNB,Heroin,156,8,2,15,0,1,4,1,0
1390,BernoulliNB,Heroin,162,5,0,12,1,3,4,1,0
1391,BernoulliNB,Heroin,155,8,4,16,0,0,4,0,1
1392,BernoulliNB,Heroin,162,2,3,12,2,2,5,0,0
1393,BernoulliNB,Heroin,156,3,8,14,2,0,5,0,0
1394,BernoulliNB,Heroin,165,0,2,12,2,1,5,1,0
1395,BernoulliNB,Heroin,157,4,6,13,2,0,5,1,0
1396,BernoulliNB,Heroin,156,9,2,11,3,1,4,2,0
1397,BernoulliNB,Heroin,157,7,3,14,1,0,4,0,1
1398,BernoulliNB,Heroin,150,12,4,14,1,1,3,1,1
1399,BernoulliNB,Heroin,163,2,1,13,3,0,4,1,0
1400,BernoulliNB,Heroin,161,2,4,11,3,2,5,0,0
1401,BernoulliNB,Heroin,150,12,5,15,0,1,4,1,0
1402,BernoulliNB,Heroin,161,3,3,13,2,1,5,0,0
1403,BernoulliNB,Heroin,154,8,5,13,2,1,4,1,0
1404,BernoulliNB,Heroin,160,4,3,14,1,0,5,0,1
1405,BernoulliNB,Heroin,160,4,3,14,1,0,4,2,0
1406,BernoulliNB,Heroin,159,3,5,13,1,1,5,1,0
1407,BernoulliNB,Heroin,154,8,5,11,4,0,5,0,0
1408,BernoulliNB,Heroin,160,4,2,13,3,0,3,2,0
1409,BernoulliNB,Heroin,162,3,1,13,1,2,2,1,2
1410,BernoulliNB,Ketamine,140,14,0,20,6,0,6,2,0
1411,BernoulliNB,Ketamine,141,12,0,24,3,0,5,3,0
1412,BernoulliNB,Ketamine,131,22,0,20,7,0,5,3,0
1413,BernoulliNB,Ketamine,133,20,0,20,7,0,4,4,0
1414,BernoulliNB,Ketamine,142,11,0,23,4,0,4,4,0
1415,BernoulliNB,Ketamine,141,10,2,19,7,1,5,3,0
1416,BernoulliNB,Ketamine,143,10,0,20,7,0,4,4,0
1417,BernoulliNB,Ketamine,135,18,0,22,5,0,7,0,0
1418,BernoulliNB,Ketamine,143,9,1,21,6,0,4,3,0
1419,BernoulliNB,Ketamine,139,9,5,24,3,0,7,0,0
1420,BernoulliNB,Ketamine,143,11,0,21,5,0,6,2,0
1421,BernoulliNB,Ketamine,132,21,0,22,5,0,4,4,0
1422,BernoulliNB,Ketamine,127,26,0,22,5,0,5,3,0
1423,BernoulliNB,Ketamine,141,11,1,18,9,0,4,4,0
1424,BernoulliNB,Ketamine,141,11,1,24,3,0,5,3,0
1425,BernoulliNB,Ketamine,141,11,1,19,8,0,5,3,0
1426,BernoulliNB,Ketamine,142,11,0,24,3,0,5,3,0
1427,BernoulliNB,Ketamine,139,14,0,21,6,0,4,3,0
1428,BernoulliNB,Ketamine,139,14,0,21,6,0,6,1,0
1429,BernoulliNB,Ketamine,140,13,0,18,9,0,7,0,0
1430,BernoulliNB,Ketamine,135,19,0,22,4,0,8,0,0
1431,BernoulliNB,Ketamine,147,5,1,21,6,0,6,2,0
1432,BernoulliNB,Ketamine,144,9,0,20,7,0,6,2,0
1433,BernoulliNB,Ketamine,132,21,0,24,3,0,6,2,0
1434,BernoulliNB,Ketamine,139,14,0,24,3,0,3,5,0
1435,BernoulliNB,Ketamine,141,12,0,25,2,0,6,2,0
1436,BernoulliNB,Ketamine,141,12,0,21,6,0,5,3,0
1437,BernoulliNB,Ketamine,135,18,0,16,11,0,6,1,0
1438,BernoulliNB,Ketamine,140,11,2,19,7,1,4,3,0
1439,BernoulliNB,Ketamine,130,23,0,18,9,0,3,4,0
1440,BernoulliNB,Legalh,94,17,2,16,33,2,4,14,6
1441,BernoulliNB,Legalh,98,13,1,23,21,8,8,14,2
1442,BernoulliNB,Legalh,92,20,0,23,23,6,9,10,5
1443,BernoulliNB,Legalh,94,16,2,22,27,3,3,17,4
1444,BernoulliNB,Legalh,92,18,2,15,34,3,4,16,4
1445,BernoulliNB,Legalh,99,12,1,19,30,3,7,15,2
1446,BernoulliNB,Legalh,96,16,0,22,25,5,8,13,3
1447,BernoulliNB,Legalh,98,13,1,15,26,10,6,15,3
1448,BernoulliNB,Legalh,93,18,1,22,27,2,6,15,3
1449,BernoulliNB,Legalh,90,18,4,19,25,7,9,8,7
1450,BernoulliNB,Legalh,91,20,2,21,26,4,5,18,1
1451,BernoulliNB,Legalh,95,16,1,18,30,4,7,15,2
1452,BernoulliNB,Legalh,90,21,1,19,27,6,6,11,7
1453,BernoulliNB,Legalh,90,19,3,18,30,4,9,12,3
1454,BernoulliNB,Legalh,91,20,1,20,27,5,4,14,6
1455,BernoulliNB,Legalh,95,17,0,21,25,6,4,15,5
1456,BernoulliNB,Legalh,95,15,2,18,25,9,7,14,3
1457,BernoulliNB,Legalh,98,13,1,24,20,7,8,13,3
1458,BernoulliNB,Legalh,100,10,2,16,27,8,5,14,5
1459,BernoulliNB,Legalh,97,14,1,25,20,6,9,11,4
1460,BernoulliNB,Legalh,96,17,0,14,30,7,4,17,3
1461,BernoulliNB,Legalh,87,23,2,19,24,9,8,12,4
1462,BernoulliNB,Legalh,97,15,0,23,28,1,9,13,2
1463,BernoulliNB,Legalh,92,20,0,21,28,3,5,17,2
1464,BernoulliNB,Legalh,96,15,1,20,27,5,4,16,4
1465,BernoulliNB,Legalh,98,13,1,23,24,5,5,14,5
1466,BernoulliNB,Legalh,92,18,2,13,30,9,4,18,2
1467,BernoulliNB,Legalh,98,14,0,25,23,3,8,12,4
1468,BernoulliNB,Legalh,98,12,2,19,24,8,7,10,7
1469,BernoulliNB,Legalh,87,23,2,17,30,4,8,14,2
1470,BernoulliNB,LSD,120,13,0,24,11,4,4,9,3
1471,BernoulliNB,LSD,117,11,5,23,8,8,9,5,2
1472,BernoulliNB,LSD,114,15,4,22,12,5,4,9,3
1473,BernoulliNB,LSD,102,26,5,24,10,5,5,11,0
1474,BernoulliNB,LSD,117,13,3,15,20,3,5,7,5
1475,BernoulliNB,LSD,109,22,2,21,14,3,3,13,1
1476,BernoulliNB,LSD,113,14,5,23,15,1,4,10,3
1477,BernoulliNB,LSD,105,20,7,18,21,0,8,4,4
1478,BernoulliNB,LSD,113,14,5,20,14,5,9,6,1
1479,BernoulliNB,LSD,113,15,4,16,19,4,5,7,4
1480,BernoulliNB,LSD,122,9,2,19,16,4,4,6,6
1481,BernoulliNB,LSD,114,16,3,22,16,1,7,6,3
1482,BernoulliNB,LSD,109,22,2,20,16,3,6,8,2
1483,BernoulliNB,LSD,113,12,8,17,18,4,3,11,2
1484,BernoulliNB,LSD,121,11,1,22,8,8,7,8,2
1485,BernoulliNB,LSD,111,16,6,21,16,1,8,5,4
1486,BernoulliNB,LSD,107,22,3,21,15,3,7,7,3
1487,BernoulliNB,LSD,106,21,5,22,13,4,6,8,2
1488,BernoulliNB,LSD,106,21,5,21,10,8,3,7,6
1489,BernoulliNB,LSD,113,16,3,18,16,5,4,9,3
1490,BernoulliNB,LSD,110,18,5,22,14,3,6,7,3
1491,BernoulliNB,LSD,102,28,3,24,11,4,5,9,2
1492,BernoulliNB,LSD,118,11,4,25,10,4,7,4,5
1493,BernoulliNB,LSD,116,14,3,17,17,5,4,6,6
1494,BernoulliNB,LSD,115,15,3,21,15,2,6,6,5
1495,BernoulliNB,LSD,108,17,8,16,15,7,7,6,4
1496,BernoulliNB,LSD,110,15,7,17,16,6,7,8,2
1497,BernoulliNB,LSD,110,20,2,18,17,4,4,9,3
1498,BernoulliNB,LSD,117,13,2,23,11,5,6,8,2
1499,BernoulliNB,LSD,114,18,0,22,14,3,4,11,1
1500,BernoulliNB,Meth,134,13,0,19,5,0,7,10,0
1501,BernoulliNB,Meth,129,15,3,15,7,2,10,6,1
1502,BernoulliNB,Meth,130,16,1,16,8,0,13,4,0
1503,BernoulliNB,Meth,129,15,2,14,9,2,11,6,0
1504,BernoulliNB,Meth,122,21,3,18,6,1,12,5,0
1505,BernoulliNB,Meth,123,14,9,15,7,3,12,4,1
1506,BernoulliNB,Meth,122,24,0,18,6,0,14,4,0
1507,BernoulliNB,Meth,136,10,0,18,5,1,11,6,0
1508,BernoulliNB,Meth,131,13,2,17,7,0,12,5,0
1509,BernoulliNB,Meth,135,8,3,15,8,1,12,4,1
1510,BernoulliNB,Meth,133,13,1,21,3,0,10,7,0
1511,BernoulliNB,Meth,127,14,6,14,8,2,11,4,2
1512,BernoulliNB,Meth,131,14,2,13,7,4,14,3,0
1513,BernoulliNB,Meth,130,16,0,19,5,1,7,10,0
1514,BernoulliNB,Meth,123,20,3,15,8,2,12,3,2
1515,BernoulliNB,Meth,122,21,3,18,6,1,13,4,0
1516,BernoulliNB,Meth,128,16,2,16,6,2,17,1,0
1517,BernoulliNB,Meth,137,9,0,17,7,0,9,8,0
1518,BernoulliNB,Meth,135,8,3,16,4,4,12,4,1
1519,BernoulliNB,Meth,123,20,3,16,8,0,9,8,0
1520,BernoulliNB,Meth,130,13,4,16,7,1,11,5,1
1521,BernoulliNB,Meth,142,4,1,17,7,0,12,2,3
1522,BernoulliNB,Meth,127,20,0,16,8,0,9,8,0
1523,BernoulliNB,Meth,127,14,5,15,7,3,12,3,2
1524,BernoulliNB,Meth,123,21,2,18,5,2,12,5,0
1525,BernoulliNB,Meth,128,18,0,18,7,0,12,5,0
1526,BernoulliNB,Meth,131,13,2,15,5,4,11,5,2
1527,BernoulliNB,Meth,123,22,1,17,6,1,13,4,0
1528,BernoulliNB,Meth,128,17,1,12,11,1,11,6,0
1529,BernoulliNB,Meth,133,13,0,20,3,1,11,5,1
1530,BernoulliNB,Mushrooms,94,24,1,28,26,0,4,10,1
1531,BernoulliNB,Mushrooms,99,18,2,28,24,1,3,13,0
1532,BernoulliNB,Mushrooms,102,17,0,22,27,4,4,12,0
1533,BernoulliNB,Mushrooms,96,21,2,12,35,6,5,9,2
1534,BernoulliNB,Mushrooms,92,27,0,27,23,3,2,13,1
1535,BernoulliNB,Mushrooms,104,15,0,30,23,0,5,11,0
1536,BernoulliNB,Mushrooms,102,17,0,29,24,0,3,13,0
1537,BernoulliNB,Mushrooms,92,27,0,28,25,0,3,12,0
1538,BernoulliNB,Mushrooms,92,27,0,27,25,1,3,12,0
1539,BernoulliNB,Mushrooms,87,29,3,19,27,7,6,8,1
1540,BernoulliNB,Mushrooms,100,19,0,22,29,3,4,11,0
1541,BernoulliNB,Mushrooms,98,21,0,26,27,0,2,14,0
1542,BernoulliNB,Mushrooms,99,20,0,27,26,0,7,9,0
1543,BernoulliNB,Mushrooms,96,23,0,25,27,1,3,11,2
1544,BernoulliNB,Mushrooms,92,27,0,24,29,0,1,15,0
1545,BernoulliNB,Mushrooms,101,18,0,29,24,0,3,12,1
1546,BernoulliNB,Mushrooms,89,29,1,22,27,4,5,9,2
1547,BernoulliNB,Mushrooms,93,24,2,24,27,2,2,13,0
1548,BernoulliNB,Mushrooms,101,17,1,30,23,0,4,10,1
1549,BernoulliNB,Mushrooms,88,26,5,24,25,4,8,6,1
1550,BernoulliNB,Mushrooms,94,23,2,20,28,6,4,11,0
1551,BernoulliNB,Mushrooms,94,25,0,30,23,0,4,12,0
1552,BernoulliNB,Mushrooms,94,25,0,24,27,2,5,10,1
1553,BernoulliNB,Mushrooms,95,22,2,19,33,1,2,13,1
1554,BernoulliNB,Mushrooms,92,27,0,25,28,0,2,14,0
1555,BernoulliNB,Mushrooms,91,27,1,27,24,2,3,11,2
1556,BernoulliNB,Mushrooms,107,12,0,25,26,2,4,11,1
1557,BernoulliNB,Mushrooms,92,25,2,25,24,4,6,8,1
1558,BernoulliNB,Mushrooms,96,23,0,24,23,6,5,9,1
1559,BernoulliNB,Mushrooms,97,21,1,32,20,1,3,12,0
1560,BernoulliNB,Nicotine,44,0,18,14,0,25,28,0,59
1561,BernoulliNB,Nicotine,40,0,22,11,0,28,23,0,64
1562,BernoulliNB,Nicotine,47,0,15,20,0,19,19,0,68
1563,BernoulliNB,Nicotine,43,0,19,20,0,19,23,0,64
1564,BernoulliNB,Nicotine,39,0,23,20,0,19,21,0,66
1565,BernoulliNB,Nicotine,40,0,22,15,0,24,27,0,60
1566,BernoulliNB,Nicotine,46,0,17,20,0,19,33,0,53
1567,BernoulliNB,Nicotine,40,0,22,21,0,17,25,0,62
1568,BernoulliNB,Nicotine,35,0,27,16,0,22,21,0,66
1569,BernoulliNB,Nicotine,43,0,19,15,0,23,20,0,67
1570,BernoulliNB,Nicotine,42,0,20,22,0,17,23,0,64
1571,BernoulliNB,Nicotine,37,0,25,24,0,15,29,0,58
1572,BernoulliNB,Nicotine,36,0,26,17,0,22,13,0,74
1573,BernoulliNB,Nicotine,43,0,19,18,0,21,25,0,62
1574,BernoulliNB,Nicotine,48,0,14,9,0,30,23,0,64
1575,BernoulliNB,Nicotine,47,0,15,17,0,22,24,0,63
1576,BernoulliNB,Nicotine,42,0,21,12,0,27,25,0,61
1577,BernoulliNB,Nicotine,37,0,25,18,1,19,28,0,59
1578,BernoulliNB,Nicotine,48,0,14,18,0,20,24,0,63
1579,BernoulliNB,Nicotine,38,0,24,14,0,24,23,0,64
1580,BernoulliNB,Nicotine,43,0,19,20,0,19,26,0,61
1581,BernoulliNB,Nicotine,39,0,23,16,0,23,22,0,65
1582,BernoulliNB,Nicotine,37,0,25,21,0,18,25,0,62
1583,BernoulliNB,Nicotine,41,0,21,15,0,24,22,0,65
1584,BernoulliNB,Nicotine,43,0,19,19,0,20,23,0,64
1585,BernoulliNB,Nicotine,36,0,26,14,0,25,27,0,60
1586,BernoulliNB,Nicotine,45,0,18,14,0,25,18,0,68
1587,BernoulliNB,Nicotine,47,0,15,17,0,21,19,0,68
1588,BernoulliNB,Nicotine,47,0,15,14,0,24,27,0,60
1589,BernoulliNB,Nicotine,42,0,20,21,0,17,25,0,62
1590,BernoulliNB,VSA,155,11,0,10,9,0,2,1,0
1591,BernoulliNB,VSA,150,15,0,16,4,0,1,2,0
1592,BernoulliNB,VSA,148,17,0,15,5,0,3,0,0
1593,BernoulliNB,VSA,142,23,0,15,4,0,1,3,0
1594,BernoulliNB,VSA,148,17,0,13,6,0,2,2,0
1595,BernoulliNB,VSA,142,23,0,17,2,0,3,1,0
1596,BernoulliNB,VSA,149,16,0,10,9,0,1,3,0
1597,BernoulliNB,VSA,149,16,0,12,7,0,2,1,0
1598,BernoulliNB,VSA,148,17,0,9,10,0,2,1,0
1599,BernoulliNB,VSA,147,18,0,10,9,0,1,2,0
1600,BernoulliNB,VSA,153,13,0,14,5,0,0,3,0
1601,BernoulliNB,VSA,151,14,0,13,7,0,1,2,0
1602,BernoulliNB,VSA,148,17,0,11,9,0,2,1,0
1603,BernoulliNB,VSA,148,17,0,11,8,0,2,2,0
1604,BernoulliNB,VSA,145,20,0,12,7,0,3,1,0
1605,BernoulliNB,VSA,146,19,0,14,5,0,3,1,0
1606,BernoulliNB,VSA,143,22,0,16,3,0,3,1,0
1607,BernoulliNB,VSA,149,16,0,8,11,0,1,2,0
1608,BernoulliNB,VSA,143,22,0,12,7,0,2,1,0
1609,BernoulliNB,VSA,150,15,0,15,4,0,2,1,0
1610,BernoulliNB,VSA,145,21,0,13,6,0,1,2,0
1611,BernoulliNB,VSA,149,16,0,13,7,0,1,2,0
1612,BernoulliNB,VSA,149,16,0,9,11,0,3,0,0
1613,BernoulliNB,VSA,147,18,0,12,7,0,2,2,0
1614,BernoulliNB,VSA,152,13,0,13,6,0,3,1,0
1615,BernoulliNB,VSA,147,18,0,13,6,0,4,0,0
1616,BernoulliNB,VSA,155,10,0,12,7,0,2,2,0
1617,BernoulliNB,VSA,145,20,0,10,9,0,1,2,0
1618,BernoulliNB,VSA,138,27,0,15,4,0,2,1,0
1619,BernoulliNB,VSA,154,11,0,16,3,0,1,2,0
1620,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1621,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1622,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,2,153
1623,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1624,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1625,RandomForestClassifier,Alcohol,0,0,7,0,0,27,0,0,154
1626,RandomForestClassifier,Alcohol,0,0,7,0,0,27,0,0,154
1627,RandomForestClassifier,Alcohol,0,0,6,0,0,27,0,0,154
1628,RandomForestClassifier,Alcohol,0,0,6,0,0,27,0,0,154
1629,RandomForestClassifier,Alcohol,0,0,6,0,0,27,0,0,154
1630,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,1,154
1631,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,1,154
1632,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1633,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1634,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1635,RandomForestClassifier,Alcohol,0,0,7,0,0,27,0,0,154
1636,RandomForestClassifier,Alcohol,0,0,7,0,0,27,0,0,154
1637,RandomForestClassifier,Alcohol,0,0,6,0,0,27,0,0,154
1638,RandomForestClassifier,Alcohol,0,0,6,0,0,27,0,0,154
1639,RandomForestClassifier,Alcohol,0,0,6,0,0,27,0,0,154
1640,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,1,154
1641,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1642,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1643,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1644,RandomForestClassifier,Alcohol,0,0,7,0,0,26,0,0,155
1645,RandomForestClassifier,Alcohol,0,0,7,0,0,27,0,0,154
1646,RandomForestClassifier,Alcohol,0,0,7,0,0,27,0,1,153
1647,RandomForestClassifier,Alcohol,0,0,6,0,0,27,0,0,154
1648,RandomForestClassifier,Alcohol,0,0,6,0,0,27,0,1,153
1649,RandomForestClassifier,Alcohol,0,0,6,0,0,27,0,1,153
1650,RandomForestClassifier,Amphet,109,11,0,28,12,4,14,9,1
1651,RandomForestClassifier,Amphet,105,13,2,27,12,5,16,8,0
1652,RandomForestClassifier,Amphet,104,15,1,31,10,3,13,9,2
1653,RandomForestClassifier,Amphet,106,13,1,30,10,4,14,7,3
1654,RandomForestClassifier,Amphet,112,7,1,35,8,1,17,6,1
1655,RandomForestClassifier,Amphet,101,16,3,29,14,1,13,6,5
1656,RandomForestClassifier,Amphet,108,12,0,30,12,2,17,7,0
1657,RandomForestClassifier,Amphet,107,13,1,28,15,0,16,4,3
1658,RandomForestClassifier,Amphet,114,7,0,31,9,3,16,4,3
1659,RandomForestClassifier,Amphet,107,12,2,30,12,1,16,6,1
1660,RandomForestClassifier,Amphet,105,13,2,31,10,3,9,13,2
1661,RandomForestClassifier,Amphet,106,12,2,33,9,2,17,6,1
1662,RandomForestClassifier,Amphet,108,11,1,32,10,2,18,6,0
1663,RandomForestClassifier,Amphet,102,16,2,30,12,2,12,10,2
1664,RandomForestClassifier,Amphet,110,10,0,31,11,2,15,6,3
1665,RandomForestClassifier,Amphet,106,13,1,36,7,1,14,8,2
1666,RandomForestClassifier,Amphet,105,12,3,31,12,1,14,6,4
1667,RandomForestClassifier,Amphet,104,16,1,28,12,3,17,6,0
1668,RandomForestClassifier,Amphet,113,7,1,34,9,0,12,7,4
1669,RandomForestClassifier,Amphet,103,16,2,26,16,1,15,6,2
1670,RandomForestClassifier,Amphet,105,13,2,33,10,1,16,7,1
1671,RandomForestClassifier,Amphet,107,11,2,30,11,3,16,6,2
1672,RandomForestClassifier,Amphet,109,10,1,35,9,0,15,6,3
1673,RandomForestClassifier,Amphet,109,8,3,32,9,3,13,9,2
1674,RandomForestClassifier,Amphet,108,10,2,36,5,3,12,11,1
1675,RandomForestClassifier,Amphet,112,6,2,31,10,3,13,8,3
1676,RandomForestClassifier,Amphet,108,11,1,31,10,3,17,5,2
1677,RandomForestClassifier,Amphet,103,17,1,29,12,2,17,6,0
1678,RandomForestClassifier,Amphet,110,9,2,31,11,1,13,7,3
1679,RandomForestClassifier,Amphet,101,20,0,32,9,2,14,9,0
1680,RandomForestClassifier,Amyl,150,1,0,33,0,0,4,0,0
1681,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1682,RandomForestClassifier,Amyl,150,1,0,33,0,0,4,0,0
1683,RandomForestClassifier,Amyl,150,1,0,32,1,0,4,0,0
1684,RandomForestClassifier,Amyl,150,1,0,33,0,0,4,0,0
1685,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1686,RandomForestClassifier,Amyl,149,2,0,32,0,0,5,0,0
1687,RandomForestClassifier,Amyl,150,1,0,32,0,0,4,0,0
1688,RandomForestClassifier,Amyl,150,1,0,32,0,0,4,0,0
1689,RandomForestClassifier,Amyl,150,0,0,33,0,0,4,0,0
1690,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1691,RandomForestClassifier,Amyl,149,2,0,33,0,0,4,0,0
1692,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1693,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1694,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1695,RandomForestClassifier,Amyl,149,2,0,33,0,0,4,0,0
1696,RandomForestClassifier,Amyl,147,4,0,31,1,0,5,0,0
1697,RandomForestClassifier,Amyl,151,0,0,32,0,0,4,0,0
1698,RandomForestClassifier,Amyl,151,0,0,32,0,0,4,0,0
1699,RandomForestClassifier,Amyl,150,0,0,33,0,0,4,0,0
1700,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1701,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1702,RandomForestClassifier,Amyl,150,1,0,33,0,0,4,0,0
1703,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1704,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1705,RandomForestClassifier,Amyl,151,0,0,33,0,0,4,0,0
1706,RandomForestClassifier,Amyl,151,0,0,32,0,0,5,0,0
1707,RandomForestClassifier,Amyl,149,2,0,30,2,0,4,0,0
1708,RandomForestClassifier,Amyl,150,1,0,32,0,0,4,0,0
1709,RandomForestClassifier,Amyl,149,1,0,33,0,0,4,0,0
1710,RandomForestClassifier,Benzos,99,10,2,33,6,8,17,6,7
1711,RandomForestClassifier,Benzos,98,7,6,42,4,1,16,7,7
1712,RandomForestClassifier,Benzos,105,4,2,34,4,9,21,4,5
1713,RandomForestClassifier,Benzos,101,6,4,33,6,8,20,6,4
1714,RandomForestClassifier,Benzos,107,3,2,33,10,3,14,8,8
